english_source,swedish_opus,swedish_human,swedish_gpt,error_tags,gpt_comparison,gpt_error_tags,explanation,problem_description,gpt_comparison_comment,reviewer_suggestion,legacy_tags,context_5,context_10
I'll swap her for my dudes.,Jag byter henne mot mina killar.,Jag byter ut henne mot mina grabbar,Jag byter henne mot mina grabbar.,['DIR' 'SEM'],LLM WORSE,['SEM'],Syftar till att byta ut någon mot sina grabbar,"""Swap"" blir i kontexten ett utbyte","(O) - Håller med om att ""Swap"" bättre översätts till ""byter ut"" i denna kontext",,semantiskt,"[""What's wrong with you, René?"" '-Just a bit of malaria.'
 ""Aren't you asleep?"" ""I can't sleep alone."" 'Why did you take her in?']","['-Go.' 'Are you crazy or is this mid-life crisis?'
 ""-I'm not crazy at all."" 'François will beat you up.'
 ""-I'd like to see that."" ""What's wrong with you, René?""
 '-Just a bit of malaria.' ""Aren't you asleep?"" ""I can't sleep alone.""
 'Why did you take her in?']"
"True, we have to talk.",Det är sant att vi måste prata.,"Sant, vi måste prata","Sant, vi måste prata.",['ADD' 'SEM'],LLM OK,[],Syftar till att hålla med om att de behöver prata med varandra,Omformulering enligt svensk språkkänsla,,,"grammatiskt, semantiskt","[""Aren't you asleep?"" ""I can't sleep alone."" 'Why did you take her in?'
 ""I'll swap her for my dudes."" ""René, we can't continue like this.""]","[""-I'm not crazy at all."" 'François will beat you up.'
 ""-I'd like to see that."" ""What's wrong with you, René?""
 '-Just a bit of malaria.' ""Aren't you asleep?"" ""I can't sleep alone.""
 'Why did you take her in?' ""I'll swap her for my dudes.""
 ""René, we can't continue like this.""]"
"At 12 at Fernand's, like always?","Vid 12 på Fernand's, som alltid?","Vid tolv på Fernands, som vanligt?","Klockan tolv hos Fernand, som alltid?",['GR' 'PR'],LLM WORSE,['LF' 'BET' 'PR'],Syftar till att ses på platsen som de brukar,"Vid referens till hur något brukar gå till passar ""vanligt"" bättre","(O) - Håller med om att ""vanligt"" passar bättre. LLM har också tolkat ""Fernand's"" som hemma hos Fernand, vilket jag inte gör i denna kontext. Tolkar det som en restaurang/kafé eller likn. LLM har dock skrivit ut ""tolv"" istället för 12 vilket är korrekt.","Vid tolv på Fernands, som vanligt?",semantiskt,"[""I can't sleep alone."" 'Why did you take her in?'
 ""I'll swap her for my dudes."" ""René, we can't continue like this.""
 'True, we have to talk.']","['François will beat you up.' ""-I'd like to see that.""
 ""What's wrong with you, René?"" '-Just a bit of malaria.'
 ""Aren't you asleep?"" ""I can't sleep alone."" 'Why did you take her in?'
 ""I'll swap her for my dudes."" ""René, we can't continue like this.""
 'True, we have to talk.']"
A dip.,Ett dopp.,En svacka,Ett dopp.,['LF' 'BET'],LLM WORSE,['LF' 'BET'],"Syftar till en moralisk nedgång i livet, en kris","""dip"" används metaforiskt för att beskriva sinnesstämning",(O) - LLM sematiskt inkorrekt.,,semantiskt,"[""Let's have it."" '-I already had lunch.' 'In a cheaper place?'
 ""-I don't want free meals anymore."" 'At your age, I also had a crisis.']","['Do you want to order or wait?' ""-I told you I'm waiting for François.""
 'Ah, dear François.' 'Sit down.' 'Well?' ""Let's have it.""
 '-I already had lunch.' 'In a cheaper place?'
 ""-I don't want free meals anymore."" 'At your age, I also had a crisis.']"
No more crooked stuff.,Inga mer krokiga grejer.,Inga fler skumraskaffärer.,Inget mer skumt.,['SL' 'BET'],LLM WORSE,['SL' 'SAK' 'SEM'],"Syftar till att man inte ska ägna sig åt ohederliga affärer, ohederligt arbete","""crooked"" har ingen svensk motsvarighet och kräver ett mer formellt uttryck","(O) - LLM kan fungera okej beroende på kontext, men lite för generell.",Inga fler skumraskaffärer.,Slang,"['In a cheaper place?' ""-I don't want free meals anymore.""
 'At your age, I also had a crisis.' 'A dip.' ""I'm still young.""]","['Ah, dear François.' 'Sit down.' 'Well?' ""Let's have it.""
 '-I already had lunch.' 'In a cheaper place?'
 ""-I don't want free meals anymore."" 'At your age, I also had a crisis.'
 'A dip.' ""I'm still young.""]"
I want to do honest work.,Jag vill göra ett ärligt arbete.,Jag vill göra hederligt arbete,Jag vill göra hederligt arbete.,['SEM' 'PR'],LLM OK,[],"Syftar till att vilja ägna sig åt hederliga affärer, ett hederligt arbete","""honest"" syftar till ett laglydigt arbete som på svenska mest korrekt blir ""hederligt""",,,Idiomatiskt,"[""-I don't want free meals anymore."" 'At your age, I also had a crisis.'
 'A dip.' ""I'm still young."" 'No more crooked stuff.']","['Sit down.' 'Well?' ""Let's have it."" '-I already had lunch.'
 'In a cheaper place?' ""-I don't want free meals anymore.""
 'At your age, I also had a crisis.' 'A dip.' ""I'm still young.""
 'No more crooked stuff.']"
"When I'll have kids, they should be proud of their dad.",När jag får barn borde de vara stolta över sin pappa.,När jag får barn ska de få vara stolta över sin pappa,När jag får barn ska de vara stolta över sin pappa.,['PR'],LLM WORSE,['SEM'],Syftar till att ens framtida barn ska kkunna vara stolta över sin pappa,Omformulering enligt svensk språkkänsla,(O) - LLM missar semantisk innebörd. Låter som en befallning.,,semantiskt,"[""I'm still young."" 'No more crooked stuff.' 'I want to do honest work.'
 '-Are you leaving us?' 'No.']","['-I already had lunch.' 'In a cheaper place?'
 ""-I don't want free meals anymore."" 'At your age, I also had a crisis.'
 'A dip.' ""I'm still young."" 'No more crooked stuff.'
 'I want to do honest work.' '-Are you leaving us?' 'No.']"
Out with it.,Utgå.,Ut med det.,Fram med det.,['LF' 'BET'],LLM WORSE,['PR'],"Syftar till att uppmana någon till att prata, till att avslöja något",Idiomatiskt uttryck med svensk motsvarighet som bör användas här,(O) - LLM funkar lika bra.,,"Semantiskt, ordval","['-There!' 'People know me here.' ""-You're mainly known in our files.""
 'No!' 'Come on.']","['We know everything.' ""-But I'm a banker."" 'Ah, that comes in handy.'
 ""200,000 for 100 years, what's that per month?"" ""I'm Michel Blanchard.""
 '-There!' 'People know me here.' ""-You're mainly known in our files.""
 'No!' 'Come on.']"
I'm working on something.,Jag jobbar på nåt.,Jag jobbar på en grej.,Jag jobbar på något.,['PR'],LLM OK,[],Syftar till att ha ett projekt på gång i,Omformulering enligt svensk språkkänsla,"(O) - Tycker ""jobbar på det""  får det att låta som att det redan är klarlagt vad ""det"" syftar på, medan jag tolkar kontexten som att så inte är fallet. Därför tycker jag ""något"" passar bättre.",Jag jobbar på en grej.,semantiskt,"['Nothing.' 'Why should I be angry?' ""-It's just..."" 'What is it, damnit?'
 'Out with it.']","[""When I'll have kids, they should be proud of their dad.""
 ""Funny, I'm no longer hungry."" 'So?' ""Don't get angry, René, but...""
 ""What's wrong?"" 'Nothing.' 'Why should I be angry?' ""-It's just...""
 'What is it, damnit?' 'Out with it.']"
Working on a deal?,Jobbar du på ett avtal?,Jobbar du på en affär?,Jobbar du på en affär?,['LF' 'BET'],LLM OK,[],Syftar till att ha en affär på gång,"""deal"" har ingen svensk motsvarighet men i den här kontexten fungerar ""affär""",,,semantiskt,"['Why should I be angry?' ""-It's just..."" 'What is it, damnit?'
 'Out with it.' ""I'm working on something.""]","[""Funny, I'm no longer hungry."" 'So?' ""Don't get angry, René, but...""
 ""What's wrong?"" 'Nothing.' 'Why should I be angry?' ""-It's just...""
 'What is it, damnit?' 'Out with it.' ""I'm working on something.""]"
Not what you think.,Inte vad du tror.,Inte som du tror,Inte som du tror.,['DIR' 'PR'],LLM OK,[],Syftar till att det inte handlar om vad personen skulle kunna tro,,,,Ordval,"[""-It's just..."" 'What is it, damnit?' 'Out with it.'
 ""I'm working on something."" 'Working on a deal?']","['So?' ""Don't get angry, René, but..."" ""What's wrong?"" 'Nothing.'
 'Why should I be angry?' ""-It's just..."" 'What is it, damnit?'
 'Out with it.' ""I'm working on something."" 'Working on a deal?']"
The chief's exam.,Chefens prov.,Chefsprovet,Chefsexamen.,['LF' 'BET'],LLM WORSE,['LF' 'BET'],Syftar till ett prov man skriver för att bli polischef,Syftningen förloras i översättning,"(O) - ""exam"" och ""examen"" är inte samma sak.",,"grammatiskt, ordval","['Out with it.' ""I'm working on something."" 'Working on a deal?'
 '-Not what you think.' 'What are you working on?']","[""What's wrong?"" 'Nothing.' 'Why should I be angry?' ""-It's just...""
 'What is it, damnit?' 'Out with it.' ""I'm working on something.""
 'Working on a deal?' '-Not what you think.' 'What are you working on?']"
"With you as chief, we'll make a lot of money.",Med dig som chef tjänar vi mycket pengar.,Med dig som polischef kommer vi tjäna mycket pengar,Med dig som chef kommer vi tjäna massor med pengar.,['SAK' 'PR'],LLM OK,[],Syftar till att de skulle tjäna mycket pengar med honom som chef,Omformulering enligt svensk språkkänsla + korrekt tempus,(O) - LLM funkar lika bra.,,"ordval, grammatiskt","['-Not what you think.' 'What are you working on?' ""The chief's exam.""
 'Oh well.' 'Not such a bad idea.']","[""-It's just..."" 'What is it, damnit?' 'Out with it.'
 ""I'm working on something."" 'Working on a deal?' '-Not what you think.'
 'What are you working on?' ""The chief's exam."" 'Oh well.'
 'Not such a bad idea.']"
On your chief's salary?,På din chefs lön?,På din chefslön?,På din chefs­lön?,['LF' 'BET'],LLM OK,[],Syftar till att fråga om personen skulle ha råd med det med sin chefslön,Syftningen förloras i översättning,,,semantiskt,"['You could even send Natasha out on the street.' ""Natasha's not a whore.""
 ""-No, she's a hostess in a whores' bar."" ""I'll get her out of there.""
 '-Will you buy her a business?']","[""The chief's exam."" 'Oh well.' 'Not such a bad idea.'
 ""With you as chief, we'll make a lot of money."" ""You don't understand.""
 'You could even send Natasha out on the street.' ""Natasha's not a whore.""
 ""-No, she's a hostess in a whores' bar."" ""I'll get her out of there.""
 '-Will you buy her a business?']"
I'm sure there will be a bank that gives you a 100 year credit.,Jag är säker på att det kommer att finnas en bank som ger dig 100 års kredit.,Jag är säker på att det kommer finnas någon bank som ger dig ett hundraårigt lån,Jag är säker på att det finns en bank som ger dig hundra års kredit.,['DIR' 'SEM'],LLM WORSE,['SEM' 'BET'],Syftar till att det säkerligen kan finnas någon bank som kan ge ut ett 100-årigt lån,"På svenska använder vi inte ""kredit"" synonymt med lån på samma sätt och inte heller tidsperioder",(O) - LLM fel ordval,,ordval,"[""Natasha's not a whore."" ""-No, she's a hostess in a whores' bar.""
 ""I'll get her out of there."" '-Will you buy her a business?'
 ""On your chief's salary?""]","['Oh well.' 'Not such a bad idea.'
 ""With you as chief, we'll make a lot of money."" ""You don't understand.""
 'You could even send Natasha out on the street.' ""Natasha's not a whore.""
 ""-No, she's a hostess in a whores' bar."" ""I'll get her out of there.""
 '-Will you buy her a business?' ""On your chief's salary?""]"
"If you go straight, people will be pointing the finger at you.","Om du går rakt på sak, kommer folk att peka finger åt dig.","Blir du laglydig/hederlig så kommer folk lägga
skulden på dig.",Om du går rakryggad kommer folk att peka finger åt dig.,['SL' 'DIR' 'BET'],LLM WORSE,['SL' 'LF' 'BET'],"Syftar till att om personen gör sig hederligt, byter till en hederlig livsstil, kommer andra börja påpeka det","""go straight"" kan tolkas bokstavligt men används här idiomatiskt. ""Peka finger åt dig"" är synonymt med ""fuck you"" och behöver därmed kapas för att få den uppmärksammande betydelsen","(O) - LLM tar ej hänsyn till det idiomatiska användandet av ""go straight"". Dock används uttrycket ""pointing the finger at"" ofta i syfte att påpeka någons skuld. Därför skulle jag vilja omformulera frasen.","Blir du laglydig/hederlig så kommer folk lägga
skulden på dig.","Slang, semantiskt","[""You don't believe in anything."" '-The Racing News is my bible.'
 'And the holy trinity is getting numbers 1 to 3 right.'
 ""Life's not just about shady deals."" 'Yeah right.']","[""-No, she's a hostess in a whores' bar."" ""I'll get her out of there.""
 '-Will you buy her a business?' ""On your chief's salary?""
 ""I'm sure there will be a bank that gives you a 100 year credit.""
 ""You don't believe in anything."" '-The Racing News is my bible.'
 'And the holy trinity is getting numbers 1 to 3 right.'
 ""Life's not just about shady deals."" 'Yeah right.']"
You'd be the only straight one in the whole rotten city.,Du skulle vara den enda raka i hela den ruttna staden.,Du blir den enda laglydiga i hela den här ruttna staden,Du skulle vara den enda hederliga i hela den ruttna staden.,['SL' 'DIR' 'BET'],LLM WORSE,['SL' 'SEM'],Syftar till att personen skulle bli den enda hederliga personen i hela stan,"""raka"" kan tolkas bokstavligt men används här idiomatiskt. Här vill man betona staden man är i/bor i = den här","(O) - LLM är mindre specifik: ""den ruttna staden"" istället för ""den här ruttna staden"".",,"Slang, ordval","['-The Racing News is my bible.'
 'And the holy trinity is getting numbers 1 to 3 right.'
 ""Life's not just about shady deals."" 'Yeah right.'
 'If you go straight, people will be pointing the finger at you.']","[""I'll get her out of there."" '-Will you buy her a business?'
 ""On your chief's salary?""
 ""I'm sure there will be a bank that gives you a 100 year credit.""
 ""You don't believe in anything."" '-The Racing News is my bible.'
 'And the holy trinity is getting numbers 1 to 3 right.'
 ""Life's not just about shady deals."" 'Yeah right.'
 'If you go straight, people will be pointing the finger at you.']"
There's not an honest guy to be found.,Det finns ingen ärlig kille att hitta.,Det går inte att hitta en enda ärlig kille,Det finns inte en ärlig kille att hitta.,['PR'],LLM WORSE,['GR' 'PR'],Syftar till att det inte finns några ärliga personer att finna,"""To be found"" finns inte i svenskan. Omformulering enligt svensk språkkänsla",(O) - LLM språkkänsla lite off,,Ordval,"[""Life's not just about shady deals."" 'Yeah right.'
 'If you go straight, people will be pointing the finger at you.'
 ""You'd be the only straight one in the whole rotten city.""
 'Give me a break.']","[""On your chief's salary?""
 ""I'm sure there will be a bank that gives you a 100 year credit.""
 ""You don't believe in anything."" '-The Racing News is my bible.'
 'And the holy trinity is getting numbers 1 to 3 right.'
 ""Life's not just about shady deals."" 'Yeah right.'
 'If you go straight, people will be pointing the finger at you.'
 ""You'd be the only straight one in the whole rotten city.""
 'Give me a break.']"
Confess to what?,Bekänna vad?,Bekänna vadå?,Bekänna vadå?,['PR'],LLM OK,[],Syftar till att fråga vad det är hen ska bekänna till för brott,"I en frågande kontext blir ""vadå"" mer korrekt",,,Ordval,"['See those stairs?'
 'We arrest the first person who comes down those stairs.' 'Interesting.'
 ""After half an hour of interrogation, he'll confess."" 'Sure.']","['If you go straight, people will be pointing the finger at you.'
 ""You'd be the only straight one in the whole rotten city.""
 'Give me a break.' ""-There's not an honest guy to be found.""
 'And I can prove it.' 'See those stairs?'
 'We arrest the first person who comes down those stairs.' 'Interesting.'
 ""After half an hour of interrogation, he'll confess."" 'Sure.']"
